CARD NAME,RELEASE DATE,SET,RARITY,Shandalar ID,Gatherer ID,TYPE,COST,POWER,TOUGHNESS,TEXT,CTYPE,COLOR_IDENTITY
Skyreaping,2/1/2014,Born of the Gods,Uncommon,.13808,378512,Sorcery,{1}{G},,,Skyreaping deals damage to each creature with flying equal to your devotion to green. <i>(Each {G} in the mana costs of permanents you control counts toward your devotion to green.)</i>,mono,{G}
Stormcaller of Keranos,2/1/2014,Born of the Gods,Uncommon,.13814,378484,Creature - Human Shaman,{2}{R},2,2,Haste<br>{1}{U}: Scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i>,mono,{U}{R}
Sunbond,2/1/2014,Born of the Gods,Uncommon,.13817,378400,Enchantment - Aura,{3}{W},,,"Enchant creature<br>Enchanted creature has ""Whenever you gain life, put that many +1/+1 counters on this creature.""",mono,{W}
Thassa's Rebuff,2/1/2014,Born of the Gods,Uncommon,.13822,378426,Instant,{1}{U},,,"Counter target spell unless its controller pays {X}, where X is your devotion to blue. <i>(Each {U} in the mana costs of permanents you control counts toward your devotion to blue.)</i>",mono,{U}
Thunderous Might,2/1/2014,Born of the Gods,Uncommon,.13824,378486,Enchantment - Aura,{1}{R},,,"Enchant creature<br>Whenever enchanted creature attacks, it gets +X/+0 until end of turn, where X is your devotion to red. <i>(Each {R} in the mana costs of permanents you control counts toward your devotion to red.)</i>",mono,{R}
Unravel the Æther,2/1/2014,Born of the Gods,Uncommon,.13826,378515,Instant,{1}{G},,,Choose target artifact or enchantment. Its owner shuffles it into his or her library.,mono,{G}
Vanguard of Brimaz,2/1/2014,Born of the Gods,Uncommon,.13827,378401,Creature - Cat Soldier,{W}{W},2,2,"Vigilance<br>Heroic- Whenever you cast a spell that targets Vanguard of Brimaz, put a 1/1 white Cat Soldier creature token with vigilance onto the battlefield.",mono,{W}
Eater of Hope,2/1/2014,Born of the Gods,Rare,.13688,378438,Creature - Demon,{5}{B}{B},6,4,"Flying<br>{B}, Sacrifice another creature: Regenerate Eater of Hope.<br>{2}{B}, Sacrifice two other creatures: Destroy target creature.",mono,{B}
Fate Unraveler,2/1/2014,Born of the Gods,Rare,.13704,378440,Enchantment Creature - Hag,{3}{B},3,4,"Whenever an opponent draws a card, Fate Unraveler deals 1 damage to that player.",mono,{B}
Fated Conflagration,2/1/2014,Born of the Gods,Rare,.13705,378466,Instant,{1}{R}{R}{R},,,"Fated Conflagration deals 5 damage to target creature or planeswalker. If it's your turn, scry 2. <i>(Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)</i>",mono,{R}
Fated Infatuation,2/1/2014,Born of the Gods,Rare,.13706,378411,Instant,{U}{U}{U},,,"Put a token onto the battlefield that's a copy of target creature you control. If it's your turn, scry 2. <i>(Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)</i>",mono,{U}
Fated Intervention,2/1/2014,Born of the Gods,Rare,.13707,378493,Instant,{2}{G}{G}{G},,,"Put two 3/3 green Centaur enchantment creature tokens onto the battlefield. If it's your turn, scry 2. <i>(Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)</i>",mono,{G}
Fated Retribution,2/1/2014,Born of the Gods,Rare,.13708,378383,Instant,{4}{W}{W}{W},,,"Destroy all creatures and planeswalkers. If it's your turn, scry 2. <i>(Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)</i>",mono,{W}
Fated Return,2/1/2014,Born of the Gods,Rare,.13709,378441,Instant,{4}{B}{B}{B},,,"Put target creature card from a graveyard onto the battlefield under your control. It gains indestructible. If it's your turn, scry 2. <i>(Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)</i>",mono,{B}
Gild,2/1/2014,Born of the Gods,Rare,.13722,378445,Sorcery,{3}{B},,,"Exile target creature. Put a colorless artifact token named Gold onto the battlefield. It has ""Sacrifice this artifact: Add one mana of any color to your mana pool.""",mono,{B}
Hero of Iroas,2/1/2014,Born of the Gods,Rare,.13732,378389,Creature - Human Soldier,{1}{W},2,2,"Aura spells you cast cost {1} less to cast.<br>Heroic- Whenever you cast a spell that targets Hero of Iroas, put a +1/+1 counter on Hero of Iroas.",mono,{W}
Hero of Leina Tower,2/1/2014,Born of the Gods,Rare,.13733,378495,Creature - Human Warrior,{G},1,1,"Heroic- Whenever you cast a spell that targets Hero of Leina Tower, you may pay {X}. If you do, put X +1/+1 counters on Hero of Leina Tower.",mono,{G}
Heroes' Podium,2/1/2014,Born of the Gods,Rare,.13734,378531,Legendary Artifact,{5},,,"Each legendary creature you control gets +1/+1 for each other legendary creature you control.<br>{X}, {T}: Look at the top X cards of your library. You may reveal a legendary creature card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",colorless,
Plea for Guidance,2/1/2014,Born of the Gods,Rare,.13786,378396,Sorcery,{5}{W},,,"Search your library for up to two enchantment cards, reveal them, and put them into your hand. Then shuffle your library.",mono,{W}
Satyr Firedancer,2/1/2014,Born of the Gods,Rare,.13794,378480,Enchantment Creature - Satyr,{1}{R},1,1,"Whenever an instant or sorcery spell you control deals damage to an opponent, Satyr Firedancer deals that much damage to target creature that player controls.",mono,{R}
Scourge of Skola Vale,2/1/2014,Born of the Gods,Rare,.13797,378509,Creature - Hydra,{2}{G},0,0,"Trample<br>Scourge of Skola Vale enters the battlefield with two +1/+1 counters on it.<br>{T}, Sacrifice another creature: Put a number of +1/+1 counters on Scourge of Skola Vale equal to the sacrificed creature's toughness.",mono,{G}
Silent Sentinel,2/1/2014,Born of the Gods,Rare,.13804,378398,Creature - Archon,{5}{W}{W},4,6,"Flying<br>Whenever Silent Sentinel attacks, you may return target enchantment card from your graveyard to the battlefield.",mono,{W}
Spirit of the Labyrinth,2/1/2014,Born of the Gods,Rare,.13811,378399,Enchantment Creature - Spirit,{1}{W},3,1,Each player can't draw more than one card each turn.,mono,{W}
Temple of Enlightenment,2/1/2014,Born of the Gods,Rare,.13819,378535,Land,,,,"Temple of Enlightenment enters the battlefield tapped.<br>When Temple of Enlightenment enters the battlefield, scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i><br>{T}: Add {W} or {U} to your mana pool.",land,{W}{U}
Temple of Malice,2/1/2014,Born of the Gods,Rare,.13820,378536,Land,,,,"Temple of Malice enters the battlefield tapped.<br>When Temple of Malice enters the battlefield, scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i><br>{T}: Add {B} or {R} to your mana pool.",land,{B}{R}
Temple of Plenty,2/1/2014,Born of the Gods,Rare,.13821,378537,Land,,,,"Temple of Plenty enters the battlefield tapped.<br>When Temple of Plenty enters the battlefield, scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i><br>{T}: Add {G} or {W} to your mana pool.",land,{W}{G}
Whelming Wave,2/1/2014,Born of the Gods,Rare,.13831,378429,Sorcery,{2}{U}{U},,,"Return all creatures to their owners' hands except for Krakens, Leviathans, Octopuses, and Serpents.",mono,{U}
Akroan Mastiff,4/1/2014,Journey into Nyx,Common,.13841,380370,Creature - Hound,{3}{W},2,2,"{W}, {T}: Tap target creature.",mono,{W}
Armament of Nyx,4/1/2014,Journey into Nyx,Common,.13842,380371,Enchantment - Aura,{2}{W},,,"Enchant creature<br>Enchanted creature has double strike as long as it's an enchantment. Otherwise, prevent all damage that would be dealt by enchanted creature. <i>(A creature with double strike deals both first-strike and regular combat damage.)</i>",mono,{W}
Aspect of Gorgon,4/1/2014,Journey into Nyx,Common,.13844,380373,Enchantment - Aura,{2}{B},,,Enchant creature<br>Enchanted creature gets +1/+3 and has deathtouch. <i>(Any amount of damage it deals to a creature is enough to destroy it.)</i>,mono,{B}
Bloodcrazed Hoplite,4/1/2014,Journey into Nyx,Common,.13852,380381,Creature - Human Soldier,{1}{B},2,1,"Heroic- Whenever you cast a spell that targets Bloodcrazed Hoplite, put a +1/+1 counter on it.<br>Whenever a +1/+1 counter is placed on Bloodcrazed Hoplite, remove a +1/+1 counter from target creature an opponent controls.",mono,{B}
Cast into Darkness,4/1/2014,Journey into Nyx,Common,.13854,380383,Enchantment - Aura,{1}{B},,,Enchant creature<br>Enchanted creature gets -2/-0 and can't block.,mono,{B}
Cloaked Siren,4/1/2014,Journey into Nyx,Common,.13856,380385,Creature - Siren,{3}{U},3,2,Flash <i>(You may cast this spell any time you could cast an instant.)</i><br>Flying,mono,{U}
Countermand,4/1/2014,Journey into Nyx,Common,.13859,380388,Instant,{2}{U}{U},,,Counter target spell. Its controller puts the top four cards of his or her library into his or her graveyard.,mono,{U}
Desecration Plague,4/1/2014,Journey into Nyx,Common,.13868,380396,Sorcery,{3}{G},,,Destroy target enchantment or land.,mono,{G}
Dreadbringer Lampads,4/1/2014,Journey into Nyx,Common,.13878,380406,Enchantment Creature - Nymph,{4}{B},4,2,"Constellation- Whenever Dreadbringer Lampads or another enchantment enters the battlefield under your control, target creature gains intimidate until end of turn. <i>(It can't be blocked except by artifact creatures and/or creatures that share a color with it.)</i>",mono,{B}
Eagle of the Watch,4/1/2014,Journey into Nyx,Common,.13879,380407,Creature - Bird,{2}{W},2,1,"Flying, vigilance",mono,{W}
Feast of Dreams,4/1/2014,Journey into Nyx,Common,.13884,380412,Instant,{1}{B},,,Destroy target enchanted creature or enchantment creature.,mono,{B}
Flamespeaker's Will,4/1/2014,Journey into Nyx,Common,.13886,380414,Enchantment - Aura,{R},,,"Enchant creature you control<br>Enchanted creature gets +1/+1.<br>Whenever enchanted creature deals combat damage to a player, you may sacrifice Flamespeaker's Will. If you do, destroy target artifact.",mono,{R}
Flurry of Horns,4/1/2014,Journey into Nyx,Common,.13888,380416,Sorcery,{4}{R},,,Put two 2/3 red Minotaur creature tokens with haste onto the battlefield.,mono,{R}
Font of Fertility,4/1/2014,Journey into Nyx,Common,.13889,380417,Enchantment,{G},,,"{1}{G}, Sacrifice Font of Fertility: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle your library.",mono,{G}
Font of Fortunes,4/1/2014,Journey into Nyx,Common,.13890,380418,Enchantment,{1}{U},,,"{1}{U}, Sacrifice Font of Fortunes: Draw two cards.",mono,{U}
Font of Ire,4/1/2014,Journey into Nyx,Common,.13891,380419,Enchantment,{1}{R},,,"{3}{R}, Sacrifice Font of Ire: Font of Ire deals 5 damage to target player.",mono,{R}
Font of Return,4/1/2014,Journey into Nyx,Common,.13892,380420,Enchantment,{1}{B},,,"{3}{B}, Sacrifice Font of Return: Return up to three target creature cards from your graveyard to your hand.",mono,{B}
Font of Vigor,4/1/2014,Journey into Nyx,Common,.13893,380421,Enchantment,{1}{W},,,"{2}{W}, Sacrifice Font of Vigor: You gain 7 life.",mono,{W}
Gluttonous Cyclops,4/1/2014,Journey into Nyx,Common,.13895,380423,Creature - Cyclops,{5}{R},5,4,"{5}{R}{R}: Monstrosity 3. <i>(If this creature isn't monstrous, put three +1/+1 counters on it and it becomes monstrous.)</i>",mono,{R}
Godhunter Octopus,4/1/2014,Journey into Nyx,Common,.13898,380425,Creature - Octopus,{5}{U},5,5,Godhunter Octopus can't attack unless defending player controls an enchantment or an enchanted permanent.,mono,{U}
Golden Hind,4/1/2014,Journey into Nyx,Common,.13900,380427,Creature - Elk,{1}{G},2,1,{T}: Add {G} to your mana pool.,mono,{G}
Grim Guardian,4/1/2014,Journey into Nyx,Common,.13903,380430,Enchantment Creature - Zombie,{2}{B},1,4,"Constellation- Whenever Grim Guardian or another enchantment enters the battlefield under your control, each opponent loses 1 life.",mono,{B}
Harvestguard Alseids,4/1/2014,Journey into Nyx,Common,.13906,380433,Enchantment Creature - Nymph,{2}{W},2,3,"Constellation- Whenever Harvestguard Alseids or another enchantment enters the battlefield under your control, prevent all damage that would be dealt to target creature this turn.",mono,{W}
Hubris,4/1/2014,Journey into Nyx,Common,.13909,380436,Instant,{1}{U},,,Return target creature and all Auras attached to it to their owners' hands.,mono,{U}
Humbler of Mortals,4/1/2014,Journey into Nyx,Common,.13910,380437,Enchantment Creature - Elemental,{4}{G}{G},5,5,"Constellation- Whenever Humbler of Mortals or another enchantment enters the battlefield under your control, creatures you control gain trample until end of turn.",mono,{G}
Kruphix's Insight,4/1/2014,Journey into Nyx,Common,.13924,380447,Sorcery,{2}{G},,,Reveal the top six cards of your library. Put up to three enchantment cards from among them into your hand and the rest of the revealed cards into your graveyard.,mono,{G}
Lagonna-Band Trailblazer,4/1/2014,Journey into Nyx,Common,.13925,380448,Creature - Centaur Scout,{W},0,4,"Heroic- Whenever you cast a spell that targets Lagonna-Band Trailblazer, put a +1/+1 counter on Lagonna-Band Trailblazer.",mono,{W}
Lightning Diadem,4/1/2014,Journey into Nyx,Common,.13928,380451,Enchantment - Aura,{5}{R},,,"Enchant creature<br>When Lightning Diadem enters the battlefield, it deals 2 damage to target creature or player.<br>Enchanted creature gets +2/+2.",mono,{R}
Mortal Obstinacy,4/1/2014,Journey into Nyx,Common,.13934,380457,Enchantment - Aura,{W},,,"Enchant creature you control<br>Enchanted creature gets +1/+1.<br>Whenever enchanted creature deals combat damage to a player, you may sacrifice Mortal Obstinacy. If you do, destroy target enchantment.",mono,{W}
Nyx Infusion,4/1/2014,Journey into Nyx,Common,.13938,380461,Enchantment - Aura,{2}{B},,,"Enchant creature<br>Enchanted creature gets +2/+2 as long as it's an enchantment. Otherwise, it gets -2/-2.",mono,{B}
Oakheart Dryads,4/1/2014,Journey into Nyx,Common,.13941,380464,Enchantment Creature - Nymph Dryad,{2}{G},2,3,"Constellation- Whenever Oakheart Dryads or another enchantment enters the battlefield under your control, target creature gets +1/+1 until end of turn.",mono,{G}
Oreskos Swiftclaw,4/1/2014,Journey into Nyx,Common,.13943,380466,Creature - Cat Warrior,{1}{W},3,1,,mono,{W}
Pensive Minotaur,4/1/2014,Journey into Nyx,Common,.13944,380467,Creature - Minotaur Warrior,{2}{R},2,3,,mono,{R}
Pharika's Chosen,4/1/2014,Journey into Nyx,Common,.13948,380470,Creature - Snake,{B},1,1,Deathtouch <i>(Any amount of damage this deals to a creature is enough to destroy it.)</i>,mono,{B}
Pheres-Band Thunderhoof,4/1/2014,Journey into Nyx,Common,.13949,380471,Creature - Centaur Warrior,{4}{G},3,4,"Heroic- Whenever you cast a spell that targets Pheres-Band Thunderhoof, put two +1/+1 counters on Pheres-Band Thunderhoof.",mono,{G}
Pin to the Earth,4/1/2014,Journey into Nyx,Common,.13951,380473,Enchantment - Aura,{1}{U},,,Enchant creature<br>Enchanted creature gets -6/-0.,mono,{U}
Ravenous Leucrocota,4/1/2014,Journey into Nyx,Common,.13956,380478,Creature - Beast,{3}{G},2,4,"Vigilance<br>{6}{G}: Monstrosity 3. <i>(If this creature isn't monstrous, put three +1/+1 counters on it and it becomes monstrous.)</i>",mono,{G}
Renowned Weaver,4/1/2014,Journey into Nyx,Common,.13957,380479,Creature - Human Shaman,{G},1,1,"{1}{G}, Sacrifice Renowned Weaver: Put a 1/3 green Spider enchantment creature token with reach onto the battlefield. <i>(It can block creatures with flying.)</i>",mono,{G}
Returned Reveler,4/1/2014,Journey into Nyx,Common,.13958,380481,Creature - Zombie Satyr,{1}{B},1,3,"When Returned Reveler dies, each player puts the top three cards of his or her library into his or her graveyard.",mono,{B}
Rise of Eagles,4/1/2014,Journey into Nyx,Common,.13962,380486,Sorcery,{4}{U}{U},,,Put two 2/2 blue Bird enchantment creature tokens with flying onto the battlefield. Scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i>,mono,{U}
Rotted Hulk,4/1/2014,Journey into Nyx,Common,.13965,380489,Creature - Elemental,{3}{B},2,5,,mono,{B}
Satyr Grovedancer,4/1/2014,Journey into Nyx,Common,.13968,380492,Creature - Satyr Shaman,{1}{G},1,1,"When Satyr Grovedancer enters the battlefield, put a +1/+1 counter on target creature.",mono,{G}
Satyr Hoplite,4/1/2014,Journey into Nyx,Common,.13969,380493,Creature - Satyr Soldier,{R},1,1,"Heroic- Whenever you cast a spell that targets Satyr Hoplite, put a +1/+1 counter on Satyr Hoplite.",mono,{R}
Sigiled Skink,4/1/2014,Journey into Nyx,Common,.13974,380497,Creature - Lizard,{1}{R},2,1,"Whenever Sigiled Skink attacks, scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i>",mono,{R}
Sigiled Starfish,4/1/2014,Journey into Nyx,Common,.13975,380498,Creature - Starfish,{1}{U},0,3,{T}: Scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i>,mono,{U}
Starfall,4/1/2014,Journey into Nyx,Common,.13986,380508,Instant,{4}{R},,,"Starfall deals 3 damage to target creature. If that creature is an enchantment, Starfall deals 3 damage to that creature's controller.",mono,{R}
Stonewise Fortifier,4/1/2014,Journey into Nyx,Common,.13987,380509,Creature - Human Wizard,{1}{W},2,2,{4}{W}: Prevent all damage that would be dealt to Stonewise Fortifier by target creature this turn.,mono,{W}
Supply-Line Cranes,4/1/2014,Journey into Nyx,Common,.13990,380512,Creature - Bird,{3}{W}{W},2,4,"Flying<br>When Supply-Line Cranes enters the battlefield, put a +1/+1 counter on target creature.",mono,{W}
Thassa's Devourer,4/1/2014,Journey into Nyx,Common,.13995,380517,Enchantment Creature - Elemental,{4}{U},2,6,"Constellation- Whenever Thassa's Devourer or another enchantment enters the battlefield under your control, target player puts the top two cards of his or her library into his or her graveyard.",mono,{U}
Triton Shorestalker,4/1/2014,Journey into Nyx,Common,.14000,380522,Creature - Merfolk Rogue,{U},1,1,Triton Shorestalker can't be blocked.,mono,{U}
War-Wing Siren,4/1/2014,Journey into Nyx,Common,.14003,380525,Creature - Siren Soldier,{2}{U},1,3,"Flying<br>Heroic- Whenever you cast a spell that targets War-Wing Siren, put a +1/+1 counter on War-Wing Siren.",mono,{U}
Agent of Erebos,4/1/2014,Journey into Nyx,Uncommon,.13837,380366,Enchantment Creature - Zombie,{3}{B},2,2,"Constellation- Whenever Agent of Erebos or another enchantment enters the battlefield under your control, exile all cards from target player's graveyard.",mono,{B}
Akroan Line Breaker,4/1/2014,Journey into Nyx,Uncommon,.13840,380369,Creature - Human Warrior,{2}{R},2,1,"Heroic- Whenever you cast a spell that targets Akroan Line Breaker, Akroan Line Breaker gets +2/+0 and gains intimidate until end of turn.",mono,{R}
Armory of Iroas,4/1/2014,Journey into Nyx,Uncommon,.13843,380372,Artifact - Equipment,{2},,,"Whenever equipped creature attacks, put a +1/+1 counter on it.<br>Equip {2}",colorless,
Banishing Light,4/1/2014,Journey into Nyx,Uncommon,.13847,380375,Enchantment,{2}{W},,,"When Banishing Light enters the battlefield, exile target nonland permanent an opponent controls until Banishing Light leaves the battlefield. <i>(That permanent returns under its owner's control.)</i>",mono,{W}
Bassara Tower Archer,4/1/2014,Journey into Nyx,Uncommon,.13848,380376,Creature - Human Archer,{G}{G},2,1,"Hexproof, reach",mono,{G}
Brain Maggot,4/1/2014,Journey into Nyx,Uncommon,.13853,380382,Enchantment Creature - Insect,{1}{B},1,1,"When Brain Maggot enters the battlefield, target opponent reveals his or her hand and you choose a nonland card from it. Exile that card until Brain Maggot leaves the battlefield.",mono,{B}
Chariot of Victory,4/1/2014,Journey into Nyx,Uncommon,.13855,380384,Artifact - Equipment,{3},,,"Equipped creature has first strike, trample, and haste.<br>Equip {1}",colorless,
Cyclops of Eternal Fury,4/1/2014,Journey into Nyx,Uncommon,.13863,380391,Enchantment Creature - Cyclops,{4}{R}{R},5,3,Creatures you control have haste.,mono,{R}
Eidolon of Rhetoric,4/1/2014,Journey into Nyx,Uncommon,.13881,380409,Enchantment Creature - Spirit,{2}{W},1,4,Each player can't cast more than one spell each turn.,mono,{W}
Felhide Petrifier,4/1/2014,Journey into Nyx,Uncommon,.13885,380413,Creature - Minotaur Warrior,{2}{B},2,3,Deathtouch<br>Other Minotaur creatures you control have deathtouch.,mono,{B}
Fleetfeather Cockatrice,4/1/2014,Journey into Nyx,Uncommon,.13887,380415,Creature - Cockatrice,{3}{G}{U},3,3,"Flash <i>(You may cast this spell any time you could cast an instant.)</i><br>Flying, deathtouch<br>{5}{G}{U}: Monstrosity 3. <i>(If this creature isn't monstrous, put three +1/+1 counters on it and it becomes monstrous.)</i>",multi,{U}{G}
Forgeborn Oreads,4/1/2014,Journey into Nyx,Uncommon,.13894,380422,Enchantment Creature - Nymph,{2}{R}{R},4,2,"Constellation- Whenever Forgeborn Oreads or another enchantment enters the battlefield under your control, Forgeborn Oreads deals 1 damage to target creature or player.",mono,{R}
Gold-Forged Sentinel,4/1/2014,Journey into Nyx,Uncommon,.13902,380429,Artifact Creature - Chimera,{6},4,4,Flying,colorless,
Interpret the Signs,4/1/2014,Journey into Nyx,Uncommon,.13914,380440,Sorcery,{5}{U},,,"Scry 3, then reveal the top card of your library. Draw cards equal to that card's converted mana cost. <i>(To scry 3, look at the top three cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)</i>",mono,{U}
Leonin Iconoclast,4/1/2014,Journey into Nyx,Uncommon,.13927,380450,Creature - Cat Monk,{3}{W},3,2,"Heroic- Whenever you cast a spell that targets Leonin Iconoclast, destroy target enchantment creature an opponent controls.",mono,{W}
Nessian Game Warden,4/1/2014,Journey into Nyx,Uncommon,.13936,380459,Creature - Beast,{3}{G}{G},4,5,"When Nessian Game Warden enters the battlefield, look at the top X cards of your library, where X is the number of Forests you control. You may reveal a creature card from among them and put it into your hand. Put the rest on the bottom of your library in any order.",mono,{G}
Nightmarish End,4/1/2014,Journey into Nyx,Uncommon,.13937,380460,Instant,{2}{B},,,"Target creature gets -X/-X until end of turn, where X is the number of cards in your hand.",mono,{B}
Nyx Weaver,4/1/2014,Journey into Nyx,Uncommon,.13939,380462,Enchantment Creature - Spider,{1}{B}{G},2,3,"Reach<br>At the beginning of your upkeep, put the top two cards of your library into your graveyard.<br>{1}{B}{G}, Exile Nyx Weaver: Return target card from your graveyard to your hand.",multi,{B}{G}
Nyx-Fleece Ram,4/1/2014,Journey into Nyx,Uncommon,.13940,380463,Enchantment Creature - Sheep,{1}{W},0,5,"At the beginning of your upkeep, you gain 1 life.",mono,{W}
Quarry Colossus,4/1/2014,Journey into Nyx,Uncommon,.13955,380477,Creature - Giant,{5}{W}{W},5,6,"When Quarry Colossus enters the battlefield, put target creature into its owner's library just beneath the top X cards of that library, where X is the number of Plains you control.",mono,{W}
Riptide Chimera,4/1/2014,Journey into Nyx,Uncommon,.13961,380485,Enchantment Creature - Chimera,{2}{U},3,4,"Flying<br>At the beginning of your upkeep, return an enchantment you control to its owner's hand.",mono,{U}
Ritual of the Returned,4/1/2014,Journey into Nyx,Uncommon,.13963,380487,Instant,{3}{B},,,Exile target creature card from your graveyard. Put a black Zombie creature token onto the battlefield. Its power is equal to that card's power and its toughness is equal to that card's toughness.,mono,{B}
Rollick of Abandon,4/1/2014,Journey into Nyx,Uncommon,.13964,380488,Sorcery,{3}{R}{R},,,All creatures get +2/-2 until end of turn.,mono,{R}
Skyspear Cavalry,4/1/2014,Journey into Nyx,Uncommon,.13978,380501,Creature - Human Soldier,{3}{W}{W},2,2,Flying<br>Double strike <i>(This creature deals both first-strike and regular combat damage.)</i>,mono,{W}
Spite of Mogis,4/1/2014,Journey into Nyx,Uncommon,.13983,380505,Sorcery,{R},,,Spite of Mogis deals damage to target creature equal to the number of instant and sorcery cards in your graveyard. Scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i>,mono,{R}
Spiteful Blow,4/1/2014,Journey into Nyx,Uncommon,.13984,380506,Sorcery,{4}{B}{B},,,Destroy target creature and target land.,mono,{B}
Squelching Leeches,4/1/2014,Journey into Nyx,Uncommon,.13985,380507,Creature - Leech,{2}{B}{B},*,*,Squelching Leeches's power and toughness are each equal to the number of Swamps you control.,mono,{B}
Stormchaser Chimera,4/1/2014,Journey into Nyx,Uncommon,.13988,380510,Creature - Chimera,{2}{U}{R},2,3,"Flying<br>{2}{U}{R}: Scry 1, then reveal the top card of your library. Stormchaser Chimera gets +X/+0 until end of turn, where X is that card's converted mana cost. <i>(To scry 1, look at the top card of your library, then you may put that card on the bottom of your library.)</i>",multi,{U}{R}
Strength from the Fallen,4/1/2014,Journey into Nyx,Uncommon,.13989,380511,Enchantment,{1}{G},,,"Constellation- Whenever Strength from the Fallen or another enchantment enters the battlefield under your control, target creature gets +X/+X until end of turn, where X is the number of creature cards in your graveyard.",mono,{G}
Swarmborn Giant,4/1/2014,Journey into Nyx,Uncommon,.13991,380513,Creature - Giant,{2}{G}{G},6,6,"When you're dealt combat damage, sacrifice Swarmborn Giant.<br>{4}{G}{G}: Monstrosity 2. <i>(If this creature isn't monstrous, put two +1/+1 counters on it and it becomes monstrous.)</i><br>As long as Swarmborn Giant is monstrous, it has reach.",mono,{G}
Tethmos High Priest,4/1/2014,Journey into Nyx,Uncommon,.13994,380516,Creature - Cat Cleric,{2}{W},2,3,"Heroic- Whenever you cast a spell that targets Tethmos High Priest, return target creature card with converted mana cost 2 or less from your graveyard to the battlefield.",mono,{W}
Thassa's Ire,4/1/2014,Journey into Nyx,Uncommon,.13996,380518,Enchantment,{U},,,{3}{U}: You may tap or untap target creature.,mono,{U}
Thoughtrender Lamia,4/1/2014,Journey into Nyx,Uncommon,.13997,380519,Enchantment Creature - Lamia,{4}{B}{B},5,3,"Constellation- Whenever Thoughtrender Lamia or another enchantment enters the battlefield under your control, each opponent discards a card.",mono,{B}
Triton Cavalry,4/1/2014,Journey into Nyx,Uncommon,.13999,380521,Creature - Merfolk Soldier,{3}{U},2,4,"Heroic- Whenever you cast a spell that targets Triton Cavalry, you may return target enchantment to its owner's hand.",mono,{U}
Underworld Coinsmith,4/1/2014,Journey into Nyx,Uncommon,.14002,380524,Enchantment Creature - Human Cleric,{W}{B},2,2,"Constellation- Whenever Underworld Coinsmith or another enchantment enters the battlefield under your control, you gain 1 life.<br>{W}{B}, Pay 1 life: Each opponent loses 1 life.",multi,{W}{B}
Whitewater Naiads,4/1/2014,Journey into Nyx,Uncommon,.14004,380526,Enchantment Creature - Nymph,{3}{U}{U},4,4,"Constellation- Whenever Whitewater Naiads or another enchantment enters the battlefield under your control, target creature can't be blocked this turn.",mono,{U}
Wildfire Cerberus,4/1/2014,Journey into Nyx,Uncommon,.14005,380527,Creature - Hound,{4}{R},4,3,"{5}{R}{R}: Monstrosity 1. <i>(If this creature isn't monstrous, put a +1/+1 counter on it and it becomes monstrous.)</i><br>When Wildfire Cerberus becomes monstrous, it deals 2 damage to each opponent and each creature your opponents control.",mono,{R}
Bearer of the Heavens,4/1/2014,Journey into Nyx,Rare,.13850,380378,Creature - Giant,{7}{R},10,10,"When Bearer of the Heavens dies, destroy all permanents at the beginning of the next end step.",mono,{R}
Dawnbringer Charioteers,4/1/2014,Journey into Nyx,Rare,.13866,380394,Creature - Human Soldier,{2}{W}{W},2,4,"Flying, lifelink<br>Heroic- Whenever you cast a spell that targets Dawnbringer Charioteers, put a +1/+1 counter on Dawnbringer Charioteers.",mono,{W}
Dictate of Erebos,4/1/2014,Journey into Nyx,Rare,.13871,380399,Enchantment,{3}{B}{B},,,"Flash<br>Whenever a creature you control dies, each opponent sacrifices a creature.",mono,{B}
Dictate of Heliod,4/1/2014,Journey into Nyx,Rare,.13872,380400,Enchantment,{3}{W}{W},,,Flash<br>Creatures you control get +2/+2.,mono,{W}
Dictate of Karametra,4/1/2014,Journey into Nyx,Rare,.13873,380401,Enchantment,{3}{G}{G},,,"Flash<br>Whenever a player taps a land for mana, that player adds one mana to his or her mana pool of any type that land produced.",mono,{G}
Dictate of Kruphix,4/1/2014,Journey into Nyx,Rare,.13874,380402,Enchantment,{1}{U}{U},,,"Flash<br>At the beginning of each player's draw step, that player draws an additional card.",mono,{U}
